Unnamed: 0;id_str;created_at;user_name;user_location;user_verified;retweet_count;favorite_count;lang;text;sentiment
297;1.24158E+18;22/3/2020 04:02;LuisRG 🇲🇽🇧🇴 🇨🇱 KamaradaChavosky🌹❣️;Mexico;False;0;1;es;¡siempre activos servidores públicos cumpliendo medidas higiene prevención covid listos …;2
299;1.24158E+18;22/3/2020 04:02;𝑽𝒊𝒍𝒍𝒂;Argentina;False;0;0;es;¡honor nuestros héroes así afecta equipo contra personal médico …;2
309;1.24158E+18;22/3/2020 04:02;David Muñoz Yopasá;Colombia;False;0;2;es;covid debemos tomar consciencia como dijo nuestro presidente;2
316;1.24158E+18;22/3/2020 04:02;𝕻𝖊𝖑𝖔𝖙𝖚𝖉𝖔 🍝;Argentina;False;1;1;es;personal administrativo los legisladores realizarán las pruebas con día anticipación fin contar con los …;2
331;1.24158E+18;22/3/2020 04:02;Santiago²²;Argentina;False;0;13;es;hoy fue día complicado recibi llamado nicolas hijo que está alemania compañero trabajo fue …;0
337;1.24158E+18;22/3/2020 04:02;Starfire🔥;Mexico;False;1;1;es;mantente saludable tranquilo casa realiza algún tipo actividad durante covid …;2
339;1.24158E+18;22/3/2020 04:02;Mary Aguirre;Peru;False;0;0;es;inicia aplicación pruebas vacuna contra covid;2
343;1.24158E+18;22/3/2020 04:02;Kenita Barros;Chile;False;0;0;es;oms espera por molécula para iniciar proceso autentificación;2
344;1.24158E+18;22/3/2020 04:02;ᛊᚨᛚᚨᛊ;Colombia;False;0;0;es;mensaje que subió gastón juvenil dio positivo por segunda vez https …;2
349;1.24158E+18;22/3/2020 04:02;𝕯𝖊𝖓𝖌𝖔𝖘𝖆;Brazil;False;0;2;es;por casos para evitar riesgos ayuntamiento nogales decidió cancelar festival lag…;2
357;1.24158E+18;22/3/2020 04:02;Jaime;United States;False;0;0;es;¿ cuando cámara diputados del congreso aprobó proyecto ley para cobro impues…;2
377;1.24158E+18;22/3/2020 04:02;Martín Villaverde;Argentina;False;0;0;es;covid total confirmados 536 012 455 positividad hoy hosp uci 715 552 …;2
378;1.24158E+18;22/3/2020 04:02;México Noticias;Mexico;False;0;0;es;director distrital 17d11 realiza pruebas cóvid …;2
393;1.24158E+18;22/3/2020 04:02;🇨🇴Malpensada🎶;Colombia;False;1;3;es;evolución pacientes covid ingresados uci españa por cada 100 000 habitantes;2
395;1.24158E+18;22/3/2020 04:02;NELLY HUAMANI H;Peru;False;0;0;es;aunque los síntomas entre los menores infectados siguen siendo leves las infecciones están aumentando impacto …;0
403;1.24158E+18;22/3/2020 04:02;Leila;Argentina;False;0;0;es;después varios meses sin vernos todos este día nos reunimos con los entrenadores para capacitació…;2
415;1.24158E+18;22/3/2020 04:02;Paris G 🇵🇸;Mexico;False;0;1;es;las páginas oficiales turismo cada provincia debería decir por bariloche dice sino acá…;0
419;1.24158E+18;22/3/2020 04:02;Croquetologo;Venezuela;False;0;0;es;scott atlas sobre los cierres covid única forma que esto detiene que gente levante https …;0
429;1.24158E+18;22/3/2020 04:02;Felipe Carvajal Mac;Ecuador;False;0;0;es;llegan brasil primeras dosis vacuna china coronavac contra covid;0
431;1.24158E+18;22/3/2020 04:02;🍃;Argentina;False;0;1;es;¿vemos luz final del túnel ¡ aprueba vacuna pfizer biontech contra finales diciembre podría…;2
434;1.24158E+18;22/3/2020 04:02;Claudia Delgadillo;Mexico;False;0;4;es;avanza pago del reconocimiento talento humano salud que atiende pacientes covid …;0
454;1.24158E+18;22/3/2020 04:02;👉Yilmerth Mendez;Colombia;False;0;0;es;explotan los casos covid positivo cerro vanguardia minera santa cruz;0
456;1.24158E+18;22/3/2020 04:02;Diana Paola 🐳;Colombia;False;0;0;es;méxico canadá mantendrán cierres sus fronteras menos mes más por covid;2
477;1.24158E+18;22/3/2020 04:02;Juanfe;Colombia;False;1;5;es;salvaron hospital cuenta paciente covid atendida por sistema público nacional sal…;2
484;1.24158E+18;22/3/2020 04:02;Edwin Bohorquez Aya;Colombia;False;0;0;es;madrugada este jueves falleció luis carlos pedroza jiménez quien desempeñó como director gobierno del xxiii …;0
499;1.24158E+18;22/3/2020 04:02;Victor Hugo Cuenca;El Salvador;False;0;5;es;desesperación francia cada minutos paciente con covid ingresa uti;0
511;1.24158E+18;22/3/2020 04:02;Niggy;Colombia;False;0;10;es;campaña antitabaco para evitar incremento covid;0
515;1.24158E+18;22/3/2020 04:02;Lex;Mexico;False;0;0;es;ocho casos nuevos una defunción covid las últimas horas chiapas;0
516;1.24158E+18;22/3/2020 04:02;𝑻𝒊𝒕𝒊.;Argentina;False;0;0;es;covid afecta varias formas función cada uno mayoría que contagia…;0
517;1.24158E+18;22/3/2020 04:02;Marisol Rocha;Mexico;False;0;2;es;china ratifica efectividad sus vacunas contra covid …;0
529;1.24158E+18;22/3/2020 04:02;AlbertoRodNews;Venezuela;True;45;95;es;conozca informe diario epidemiológico covid hus propagación este virus …;0
536;1.24158E+18;22/3/2020 04:02;REFORMA Nacional;Mexico;True;5;17;es;covid provocará una crisis financiera las empresas hoteleras turísticas 2021 john …;0
544;1.24158E+18;22/3/2020 04:02;JM Cancino Montes;Chile;False;1;1;es;¡las etiquetas del día todos los venezo…;2
548;1.24158E+18;22/3/2020 04:02;Laura D Cala;Colombia;False;0;0;es;atención trabajadores exigen pago puntual sus sueldos entrega ropa trabajo implemen…;2
557;1.24158E+18;22/3/2020 04:02;«DIEGONOTICIAS»;Colombia;False;3;7;es;perpetual uke fue internada puesta coma inducido tras contraer covid despertar podía creer que había dado …;0
561;1.24158E+18;22/3/2020 04:02;carla💚🧡💜✊✌🏽;Argentina;False;0;4;es;los médicos especialistas cuidados intensivos del complejo hospitalario caja seguro social css recomendaron …;2
577;1.24158E+18;22/3/2020 04:02;A. Guillen.;Venezuela;False;0;1;es;dio positivo prueba covid hace menos días padece diabetes hipertensión obesidad está interesado …;0
581;1.24158E+18;22/3/2020 04:03;DE JESUS L@DEUTH O.;Colombia;False;0;0;es;covid total casos 943 917 966 positividad hoy positividad pcr hoy hosp 705…;2
589;1.24158E+18;22/3/2020 04:03;Roberto Valadez;Mexico;False;0;0;es;datos covid españa casos nuevos 233 total 915 día previo 252 fallecidos 961 hosp 442 …;0
590;1.24158E+18;22/3/2020 04:03;Roberto Verrier Castro;Cuba ;False;0;3;es;que raro que ahora opta por una estrategia casi igual que del para combatir covid;2
597;1.24158E+18;22/3/2020 04:03;Debacuarentofa;Argentina;False;3;12;es;unicef llama nuevo informe evitar generación perdida por covid …;0
598;1.24158E+18;22/3/2020 04:03;Emilio J;United States;False;0;0;es;laboratorio biología molecular vamos procesando más 3000 pruebas diagnósticas covid gra…;2
606;1.24158E+18;22/3/2020 04:03;ALPHAGENESIS;Venezuela;False;0;0;es;covid estanca descenso curva dos las demarcaciones más grandes del país pba caba rela…;0
614;1.24158E+18;22/3/2020 04:03;El Vaka;Mexico;False;0;0;es;farmacéutica janssen johnson johnson prevé tener una vacuna contra covid segundo semestre 2021 …;2
635;1.24158E+18;22/3/2020 04:03;Byron Mayorga;Ecuador;False;0;0;es;francia suma 150 casos covid 436 muertos con ingreso uci cada cuatro minutos …;0
645;1.24158E+18;22/3/2020 04:03;Leniseth🎄🤶🏼✨;Venezuela;False;0;0;es;mas pndjos para otro voto ivo todos lados apestar patas guacala pueden con las muert…;0
648;1.24158E+18;22/3/2020 04:03;César Roberto Ocaña P.;Colombia;False;1;0;es;por eeuu suman 250 mil muertes cierran escuelas para evitar contagios jóvenes…;0
658;1.24158E+18;22/3/2020 04:03;Mario Cantero;Paraguay;False;0;0;es;exhortan extremar medidas bioseguridad para evitar rebrotes del covid lea más …;0
675;1.24158E+18;22/3/2020 04:03;Noticias en tiempo real;Bolivia;False;0;0;es;aprueba primer autotest covid que puedes hacer casa prueba detecta arn del sars cov …;2
714;1.24158E+18;22/3/2020 04:03;NuevoTiroalamontada®🇦🇷🇮🇱;Argentina;False;2;5;es;según santander presenta 333 nuevos contagios covid desafortunadamente personas fallecidas …;0
721;1.24158E+18;22/3/2020 04:03;CK;Chile;False;0;0;es;tiene uno que ser muy miserable vida para hacer convocar paro después tragedia del covid del hurac…;0
723;1.24158E+18;22/3/2020 04:03;por un pais Honesto;Colombia;False;0;1;es;stephane bancel ceo moderna aseguró que vacuna contra una solución milagrosa que neces…;2
742;1.24158E+18;22/3/2020 04:03;😍;Chile;False;0;0;es;supongo este punto que sería interesante plantearse tratamiento rehabilitación neuropsicológica para este perf…;2
746;1.24158E+18;22/3/2020 04:03;CJ;El Salvador;False;0;1;es;brasil asciende 166 mil muertes por covid lea más;0
760;1.24158E+18;22/3/2020 04:03;👑 IG: Luisleoking 🦁;Mexico;False;0;2;es;mejor regalo navidad para mundo que empiecen aplicar vacuna contra covid que dios nos conceda …;2
780;1.24158E+18;22/3/2020 04:03;Dan Carl Thomas;Argentina;False;0;2;es;¡ batalla por salud vida contra del covid por salud los tuyos ten cuent…;0
795;1.24158E+18;22/3/2020 04:03;tabita diaz;Chile;False;0;2;es;́ reduce riesgo infección del coronavirus covid con las siguientes medidas vehículo…;2
797;1.24158E+18;22/3/2020 04:03;BÓMBORO;Mexico;False;0;1;es;asesino del covid …;0
817;1.24158E+18;22/3/2020 04:03;Kevin Vanegas Hernández;Colombia;False;0;0;es;265 nuevos contagios muertes durango las ultimas hrs llega los 606 contagios las 108 …;2
821;1.24158E+18;22/3/2020 04:03;PabloParo👑💎;Argentina;False;0;4;es;caquetá nuestro sigue apoyando comunidad afectada por pandemia del covid entregando más …;2
837;1.24158E+18;22/3/2020 04:03;Noticias en tiempo real;Bolivia;False;0;0;es;paciente coronavirus del estado cojedes recuperada celebro que venezuela atiende manera continua …;2
853;1.24158E+18;22/3/2020 04:03;marialee ☁️;Colombia;False;0;0;es;india reportan hoy 182 nuevos casos 584 nuevas muertes por covid india;0
859;1.24158E+18;22/3/2020 04:03;Opinion Pública MX;Mexico;False;0;0;es;exhumación cuerpos con covid cementerio general posible solo con orden judicial via;0
871;1.24158E+18;22/3/2020 04:03;Luces de Cordillera;Argentina;False;0;0;es;dinamarca retira mayoría medidas restricción impuestas tras mutación covid …;0
876;1.24158E+18;22/3/2020 04:03;El Boletín;Spain;True;0;2;es;aunque tener asma hace una persona más susceptible adquirir covid hace propensa agravarse por …;0
881;1.24158E+18;22/3/2020 04:03;楤ᴊᴏᴇʟ楤;Argentina;False;1;1;es;junto alcaldesa realizamos reconocimientos emulación los hombres mujeres nuestras institucione…;2
886;1.24158E+18;22/3/2020 04:03;Diario de Querétaro;Mexico;False;4;5;es;hoy dado conocer propuesta para retorno las aulas seguro …;2
889;1.24158E+18;22/3/2020 04:03;Jaime Aguirre 🥑;Colombia;False;0;0;es;acerca los 100 000 fallecidos por covid …;0
894;1.24158E+18;22/3/2020 04:03;Orion/Salem 🐈🦄;Colombia;False;0;2;es;participación las personas sistema para identificar contagios covid cdmx debe ser voluntaria nadie debería…;2
896;1.24158E+18;22/3/2020 04:03;Imagen del Golfo;Mexico;False;0;1;es;los enfermeros denuncian que hacer test las farmacias puede propiciar los contagios covid;0
904;1.24158E+18;22/3/2020 04:03;HuilaTvNoticias;Colombia;False;0;0;es;libertad económica permite que existan desarrollos científicos innovación especialmente sector privado gracia…;2
923;1.24158E+18;22/3/2020 04:03;La Región.Mx;Mexico;False;0;0;es;habla ventilación pero una máscara oxígeno puesta boca nariz mientras usted disfruta acostado pensando…;2
928;1.24158E+18;22/3/2020 04:04;La Patilla;Venezuela;True;5;3;es;estudios sociodemográficos también para entender comportamiento covid …;2
929;1.24158E+18;22/3/2020 04:04;Diario Contraste Noticias;Colombia;False;2;0;es;los días noviembre realizan las xxvi nacionales psiquiatría con tema central salud mental …;2
949;1.24158E+18;22/3/2020 04:04;Kingporcupine19;Venezuela;False;0;0;es;¡solo pueblo salva pueblo esta batalla contra covid sigamos cumpliendo las medidas prevención pueblo amad…;2
953;1.24158E+18;22/3/2020 04:04;Carlos y ya!;Colombia;False;0;0;es;última hora california impone toque queda gran parte territorio para detener aument…;0
960;1.24158E+18;22/3/2020 04:04;Dr.Jaime Flores Luna;Ecuador;False;1;6;es;preferible usar cubrebocas rechazar invitaciones “reunioncitas” evitar lugares concurridos que velar tus …;2
962;1.24158E+18;22/3/2020 04:04;Don Pato ®™;Ecuador;False;0;0;es;inmunidad covid podría durar años por “memoria” las células recuperadas estudio;2
982;1.24158E+18;22/3/2020 04:04;Rodrigo F. Castillo;Argentina;False;1;2;es;parte diario por coronavirus hay 129 nuevas personas tratamiento por covid 230 recuperadas últim…;2
993;1.24158E+18;22/3/2020 04:04;Cintya G.;Mexico;False;0;0;es;unicef uruguay destacó actuación del gobierno frente pandemia covid;0
1001;1.24158E+18;22/3/2020 04:04;Ramon Jose;Venezuela;False;0;0;es;ministerio salud reportó para este jueves 219 casos nuevos covid los cuales 937 fueron …;2
1002;1.24158E+18;22/3/2020 04:04;Radio América HN;Honduras;False;1;1;es;venezuela registra 341 casos comunitarios importados tasa recuperación ubica …;2
1004;1.24158E+18;22/3/2020 04:04;Noticias Casanare;Colombia;False;0;0;es;covid avanza indeteniblemente través;2
1011;1.24158E+18;22/3/2020 04:04;pachi🌹;Argentina;False;0;0;es;gestión desechos médicos como mascarillas guantes servicio público esencial medio pandemia …;0
1021;1.24158E+18;22/3/2020 04:04;ᴮᴱsarahi⁷;United States;False;0;1;es;covid vacuna johnson johnson saldría venta 2021 los detalles;2
1023;1.24158E+18;22/3/2020 04:04;MonitordeSalud;Venezuela;False;4;1;es;pruebas covid imss morelos ante resurgimiento casos trabajo pruebas covid incrementado…;2
1027;1.24158E+18;22/3/2020 04:04;CONADI Guatemala;Guatemala;False;1;1;es;estas son las irregularidades que méxico hay con los casos covid;0
1037;1.24158E+18;22/3/2020 04:04;:(;Argentina;False;0;2;es;informe situación covid casos positivos américa ellos por criterio clínico epidemiológ…;2
1054;1.24158E+18;22/3/2020 04:04;Franco;Mexico;False;0;0;es;bolsonaro publica vídeo con elogios putin sus «cualidades masculinas» para superar covid …;2
1055;1.24158E+18;22/3/2020 04:04;RITXINHO -- Lyudmila Pavlichenko Lenin Stalin Che.;Spain;False;0;1;es;así funciona nuevo sistema códigos para detectar casos covid cdmx;2
1061;1.24158E+18;22/3/2020 04:04;Ernesto Ustariz;Cuba;False;0;0;es;¡los seleccionados mexicanos libres covid;2
1079;1.24158E+18;22/3/2020 04:04;Noticias en tiempo real;Bolivia;False;0;0;es;con estrategia educando distancia hizo frente situación …;0
1084;1.24158E+18;22/3/2020 04:04;Guillermo Hinojosa;Mexico;False;0;1;es;con apoyo del gobernador continuamos respaldando trabajo artistas creadores …;2
1091;1.24158E+18;22/3/2020 04:04;Jorge Moreno V;Colombia;False;0;0;es;miles oficinas farmacia serían otros tantos puntos detección covid este caso veo razón …;2
1093;1.24158E+18;22/3/2020 04:04;Daniel Yepes;Colombia;False;0;0;es;hospital bolívar utilizará tratamiento experimental plasma casos covid …;2
1104;1.24158E+18;22/3/2020 04:04;Pepe Villegas;Mexico;False;0;0;es;máxima instancia judicial del país dio plazo días gobierno …;2
1110;1.24158E+18;22/3/2020 04:04;Pilotzi Noticias;Mexico;False;1;0;es;los farmacéuticos son titulados sanitarios superiores poco tiempo costaría adiestrarlos para realización test …;2
1112;1.24158E+18;22/3/2020 04:04;Johan Martinez;Venezuela;False;0;0;es;ministerio salud reportó para este jueves 219 casos nuevos covid los cuales 937 …;2
1115;1.24158E+18;22/3/2020 04:04;YR👑™️;Puerto Rico;False;0;1;es;cómo protegerse del coronavirus sus mutaciones vacunas cuándo acabará pandemia científicos rusos debaten desmon…;2
1123;1.24158E+18;22/3/2020 04:04;Diario La Tribuna;Honduras;False;0;2;es;esta casta impresentables seres siniestros sacas diminuto cerebro las pala…;0
1124;1.24158E+18;22/3/2020 04:04;Noticias de Chile;Chile;False;0;1;es;mientras millones venezolanos tienen electricidad agua gas para cocinar hotel humboldt propiedad del…;2
1126;1.24158E+18;22/3/2020 04:04;Enner Emilio;El Salvador;False;1;2;es;cifra pacientes contagiados por coronavirus lara aumentó 146 tras confirmarse detección cin…;2
1161;1.24158E+18;22/3/2020 04:04;Dixon Alvarez;Honduras;False;2;8;es;milicianos continúan desplegados realizando jornadas concientización fin dar cumplimiento las medi…;2
1165;1.24158E+18;22/3/2020 04:04;Derly☃️;Colombia;False;1;4;es;gobierno través entregó elementos protección ese san…;2
1187;1.24158E+18;22/3/2020 04:04;Radio DoGo;Argentina;False;0;0;es;argentina argentina reportó 097 nuevos casos 186 muertes por covid;0
1202;1.24158E+18;22/3/2020 04:04;Janekeith Durán Barberena;Costa Rica;False;0;43;es;jessica renford bsn coordinadora clínica nhclv nos demuestra cómo ponerse usar tres tipos mascarill…;2
1208;1.24158E+18;22/3/2020 04:04;DWMedinaV;Ecuador;False;2;6;es;lechosa posee propiedades antibacteriales antifúngicas antivirales tan necesarias tiempos covid …;2
1238;1.24158E+18;22/3/2020 04:04;GUILLERMO HERNANDEZ;Venezuela;False;5;3;es;además cumplimos con penoso deber informar que hoy venezolanos fallecieron causa del hombres …;0
1241;1.24158E+18;22/3/2020 04:04;𝐀𝐧𝐬𝐮🖤;Argentina;False;0;1;es;segunda ola del europa sigue preocupando mucho oms que alerta que cada segundos muere una …;0
1257;1.24158E+18;22/3/2020 04:04;Vinicius Cordeiro;Brazil;False;0;0;es;gobierno español luchando contra covid;0
1265;1.24158E+18;22/3/2020 04:04;ᴢᴀɪʀɪᴛᴀ •;Argentina;False;0;0;es;mundo paralelo sin covid lleno dólares así casino que hay hotel humboldt video detalles …;2
1266;1.24158E+18;22/3/2020 04:04;usaCUBREBOCAS✈;Mexico;False;1;4;es;informe situación covid casos positivos américa ellos por criterio clínico epidemi…;2
1273;1.24158E+18;22/3/2020 04:04;LiberalGt;Guatemala;False;0;0;es;ministerio salud registró 487 casos nuevos covid además 198 personas fueron reportadas como falleci…;0
1280;1.24158E+18;22/3/2020 04:04;Carla;Peru;False;0;1;es;colombia fue corrupción que contagió virus lea aquí crónica juan gossaín  …;0
1292;1.24158E+18;22/3/2020 04:04;Nelson Hernandez;Venezuela;False;0;0;es;california impone toque queda tras pico casos covid;0
1299;1.24158E+18;22/3/2020 04:05;María Fernanda;Mexico;False;0;0;es;tendencia baja positividad mantiene montería ¡debemos seguirmos cuidando promedio móvil …;2
1313;1.24158E+18;22/3/2020 04:05;La Nueva Prensa;Colombia;False;5;12;es;análisis metodológico del paulino vigil referente nacional internacional materia investigación hidroxicloroqui…;2
1317;1.24158E+18;22/3/2020 04:05;Nexofin;Argentina;True;4;2;es;casi mitad los casos nuevos covid mundo semana pasada fueron europa oms;2
1339;1.24158E+18;22/3/2020 04:05;107.7 Fuego GMV;El Salvador;True;1;0;es;vacunas contra covid encuentran tercera fase ensayos clínicos …;2
1369;1.24158E+18;22/3/2020 04:05;Jad El Reda (جادالله الرضا);United States;True;1;2;es;niños del colegio pedro domingo murillo paz pasaron clases durante toda cuarentena …;2
1380;1.24158E+18;22/3/2020 04:05;Nach🌞;Argentina;False;0;1;es;atención trabajadores exigen pago puntual sus sueldos entrega ropa trabajo impl…;2
1384;1.24158E+18;22/3/2020 04:05;Sir Yulians ®🎄;Bolivia;False;0;2;es;ine dispara los muertos por españa muy por encima que reconoce ministerio sanidad …;2
1394;1.24158E+18;22/3/2020 04:05;Raúl Vinet;Chile;False;1;1;es;covid país reportan 186 fallecimientos 097 nuevos casos este jueves ministerio salud …;0
1421;1.24158E+18;22/3/2020 04:05;Gabriel Alatriste G;Mexico;False;0;0;es;recomiendan expertos uso del cubrebocas para disminuir riesgos contagios covid resaltaron que existen evidenci…;2
1430;1.24158E+18;22/3/2020 04:05;Samsara;Argentina;False;0;1;es;asociación cuba coopération france cubacoop resaltó hoy manejo isla control pan…;2
1433;1.24158E+18;22/3/2020 04:05;Melvin Velasquez;El Salvador;False;0;0;es;ministerio salud minsa aseguró este jueves noviembre que está cumpliendo con los proce…;2
1435;1.24158E+18;22/3/2020 04:05;Edgar Granados;Mexico;False;0;0;es;darwin núñez dio positivo covid séptimo jugador selección uruguaya;2
1436;1.24158E+18;22/3/2020 04:05;Erick Morales;Mexico;False;1;10;es;actualización esta situación del perú hasta las horas del noviembre …;2
1437;1.24158E+18;22/3/2020 04:05;Salvador;Mexico;False;0;0;es;adjuntamos informe casos covid relacionados con nuestro hospital nuestra comuna con fecha noviembre …;2
1440;1.24158E+18;22/3/2020 04:05;Cande 🐾;Argentina;False;0;1;es;contamos cómo describió periodista alfredo morales los últimos días vida mientras enfrentaba …;0
1453;1.24158E+18;22/3/2020 04:05;CERO CORRUPCIÓN COLO;Colombia;False;0;1;es;aumentan hospitalizaciones pacientes con covid estados unidos más información https …;2
1454;1.24158E+18;22/3/2020 04:05;Alfredo Dehaquiz M.;Mexico;False;0;0;es;letalidad confirman nuevas muertes por covid 185 total otros 201 casos positivos los nuev…;0
1469;1.24158E+18;22/3/2020 04:05;Carlos León Quintero;Colombia;False;0;2;es;nuestras siguen recorriendo diversos sectores nuestras comunas este caso educ…;2
1476;1.24158E+18;22/3/2020 04:05;Luis Figueroa;Mexico;False;0;0;es;cada día oscurece más tarde nos sentimos activos mantengámonos así estas imágen…;0
1477;1.24158E+18;22/3/2020 04:05;👹 Christian Ramírez 👹;Colombia;False;0;0;es;las vacunas anti covid los laboratorios moderna pfizer fueron creadas por inmigrantes cuyas visas podrían haber…;2
1479;1.24158E+18;22/3/2020 04:05;Cande Alza;Argentina;False;0;2;es;tiempos debes mantener contacto con tus familiares compartir tus sentimientos …;2
