	Unnamed: 0	id_str	created_at	user_name	user_location	user_verified	retweet_count	favorite_count	lang	text	sentiment
67	67	1241575754242162688	2020-03-22 04:01:41	David El Pináculo de la Especie Humana	Táchira- Venezuela	False	0	0	es	biden preocupado por intento trump por bloquear transición para acelerar vacunas contra covid …	2
71	71	1241575757857673216	2020-03-22 04:01:42	MaríaLe	Barrancabermeja, Colombia	False	0	1	es	hoy diagnosticaron casos nuevos covid hay 829 casos activos confirma nuevo fallecimiento	1
72	72	1241575758075699202	2020-03-22 04:01:42	Ni Mona ni Lisa.	Colombia	False	0	0	es	las autoridades hablan los jóvenes los adolescentes los universitarios pero desde que declaró emerge…	2
73	73	1241575758264274950	2020-03-22 04:01:42	Michelita👑		False	0	1	es	más personas contagiaron covid oms	0
77	77	1241575761863151617	2020-03-22 04:01:43	𖧧𝒸𝒶𝓇𝒾 ᵇᵉ⁷		False	0	0	es	minutos una buena noticia tras otra sobre vacunas para covid boca del hombre del año mundo siempre está…	2
78	78	1241575762068680706	2020-03-22 04:01:43	Jose-Antonio Espin		False	0	0	es	ocho meses covid ubicó como cuarta causa muerte argentina	0
79	79	1241575762223861761	2020-03-22 04:01:43	Edgar González	Monterrey, Nuevo León	False	0	1	es	abordaje inspección locales comerciales por parte …	2
81	81	1241575762257420291	2020-03-22 04:01:43	Carlos Caro Rincón	Bogotá, D.C., Colombia	False	1	2	es	covid pampa 406 muestras analizadas resultaron positivos diario pampero	2
85	85	1241575765738696704	2020-03-22 04:01:44	Alejandro Romero	Bogotá 	False	0	0	es	comparte tus chats historias redes sociales nuestro resumen informativo información precisa …	2
90	90	1241575766388768770	2020-03-22 04:01:44	D-MIN	Planet Earth	False	0	1	es	oms «cada segundos muere una persona europa causa covid »	0
91	91	1241575766502096898	2020-03-22 04:01:44	Schweinsteiger		False	0	0	es	los medios dicen que los efectos secundarios vacuna covid son una prueba que está funcionando acabarán conve…	2
93	93	1241575766619496458	2020-03-22 04:01:44	NOESIS Querétaro		False	0	1	es	fueron confirmados 097 nuevos casos covid	2
96	96	1241575767051558917	2020-03-22 04:01:44	abril	she/her	False	5	9	es	256 casos nuevos covid fueron reportados este jueves por elevando 151 089 los casos panam…	2
105	105	1241575774374723584	2020-03-22 04:01:46	Angeliik👟	Colombia	False	0	0	es	biden dice que impondrá « confinamiento nacional» por covid	0
110	110	1241575774811021315	2020-03-22 04:01:46	m̶i̶l̶i̶ c̶o̶r̶i̶a̶	Santa Fé, Argentina📍	False	1	2	es	impone toque queda por pico casos	0
111	111	1241575774836097026	2020-03-22 04:01:46	José Carranza🎄🎄🎄		False	0	1	es	argentina ratifica que diciembre iniciará vacunación contra covid lea más …	2
114	114	1241575778774437888	2020-03-22 04:01:47	Marco Galván Duque	Unidad Nonoalco Tlatelolco	False	0	1	es	california impone toque queda por pico casos covid gobernador	0
117	117	1241575779516977152	2020-03-22 04:01:47	Eilahtanm	Colombia	False	0	0	es	mismo perder hogar tener familia con hambre que perder hogar tener familia con hambre con …	0
119	119	1241575782901841922	2020-03-22 04:01:48	Fernando Rubio ✍	Aguascalientes, México	False	0	4	es	así real normal covid	2
121	121	1241575783161888769	2020-03-22 04:01:48	Libertad 🇻🇪	Casa blanca	False	18	30	es	las pag del además panel	2
125	125	1241575783732256770	2020-03-22 04:01:48	Migue ASV	Narnia	False	0	0	es	director técnico selección mexicana encuentra grave por	0
129	129	1241575788199079938	2020-03-22 04:01:49	Camilo Escobar	Cali, Colombia	False	0	0	es	ante	2
130	130	1241575788341645314	2020-03-22 04:01:49	Santiago M.	México	False	0	0	es	colombia fue corrupción que contagió virus	0
131	131	1241575788614496256	2020-03-22 04:01:50	Lolita Celedón	Valledupar/Cesar	False	0	3	es	covid argentina unidades terapia intensiva uti ocupadas noviembre 292 ocupación subió lev…	2
135	135	1241575791512686592	2020-03-22 04:01:50	DNE MX	Toluca	False	1	1	es	ministro junto gob estableció mesa trabajo junto estado mayor …	2
144	144	1241575795514134528	2020-03-22 04:01:51	Angela Sánchez Leal	Jefe de Prensa: +57 3133169390	True	34	120	es	cierran por covid prisión donde está assange reino unido via	0
146	146	1241575795560194049	2020-03-22 04:01:51	Tolesco	Venado Tuerto	False	0	1	es	guía actuación ante casos covid centros educativos manual para familias ver descargar guía https …	2
150	150	1241575796331950082	2020-03-22 04:01:51	Diana Planeta		False	1	5	es	venezuela registra 300 nuevos casos dos fallecidos por covid …	0
154	154	1241575804124803072	2020-03-22 04:01:53	StreetPeopleRD		False	0	0	es	igual que pandemia covid desastre del huracán eta desnudó país cuya falta preparación las profun…	0
155	155	1241575804145766400	2020-03-22 04:01:53	SunStar Cebu	Cebu, Philippines	False	8	46	es	vacuna biontech pfizer contra covid podría ser distribuida este mismo año dijo presiden…	2
160	160	1241575804699639810	2020-03-22 04:01:53	Sr. Quispe	Lima, Peru	False	1	15	es	avanza pago del reconocimiento talento humano salud que atiende pacientes covid min…	0
178	178	1241575813318918151	2020-03-22 04:01:55	Pato Lucas	ARIES LP Bolivia	False	0	0	es	mágico reencuentro entre emilio vicenta matrimonio nonagenario vicenta tuvo que ser hospitalizada por covid …	0
186	186	1241575820654673920	2020-03-22 04:01:57	david ramirez	Mundo	False	0	0	es	reitera salud recomendaciones para negocios con venta alimentos fin disminuir riesgos covid	1
187	187	1241575820658958342	2020-03-22 04:01:57	MiMorelia.com	Morelia, Michoacán, México	False	0	3	es	mayoría las personas que contraen covid recuperan enfermedad sin necesidad realizar tratamiento…	0
193	193	1241575825478164481	2020-03-22 04:01:58	Zulice Pardi Juarez		False	0	0	es	david dio positivo covid mediados del pasado mes marzo los días fueron pasando los síntomas empeorando has…	0
195	195	1241575825587265537	2020-03-22 04:01:58	Dylan Díaz		False	1	3	es	así está pasando con covid hacer menos pruebas para detectar menos casos nueva estrategia …	2
200	200	1241575829559222274	2020-03-22 04:01:59	Juan Angel Urruzola	Montevideo, Uruguay	False	23	42	es	día 248 lucha contra covid venezuela registra 224 casos comunitarios importados tasa recuperación…	0
201	201	1241575829609549825	2020-03-22 04:01:59	NoticiasBta	Bogotá, D.C.	False	0	0	es	¡ contigo salir casa extrema las medidas seguridad prevención contra covid usa tapabocas…	0
206	206	1241575833724166147	2020-03-22 04:02:00	Andres Valencia		False	0	1	es	¡atención reduce riesgo infección del coronavirus covid toma nota las recomendaciones para prevenir …	0
211	211	1241575834114285568	2020-03-22 04:02:00	𝑪𝒂𝒓𝒍𝒊𝒕𝒂 🐞	Sauce de Luna, Entre Ríos 	False	0	0	es	actualización casos covid venezuela para día hoy	2
212	212	1241575836827947017	2020-03-22 04:02:01	Jorge Sánchez		False	1	1	es	rusia acerca los millones contagios covid méxico tiene más millón …	2
213	213	1241575837461286912	2020-03-22 04:02:01	SuNoticiero	Venezuela	True	4	1	es	brasil acerca los seis millones casos covid	2
217	217	1241575838077911040	2020-03-22 04:02:01	Octo.	chile 	False	0	0	es	avances las medidas implementadas por gobierno nacional frente pandemia del covid país…	0
221	221	1241575841664053248	2020-03-22 04:02:02	El Cohete a la Luna 🚀🌚	Buenos Aires, Argentina	False	8	14	es	necesita brutus 2años american bully imponente guapo buenísimo merece una amo…	2
222	222	1241575841722703873	2020-03-22 04:02:02	Periódico Digital República	San Salvador	False	5	9	es	este arribo realiza bajo estrictas normas operacionales bioseguridad debido situación emergencia sanitaria…	0
223	223	1241575841731149824	2020-03-22 04:02:02	Sergio Flores	Chiclayo, Peru	False	0	0	es	participa nuestra charla virtual manejo del duelo personal salud tiempos covid día hora…	2
225	225	1241575841991208965	2020-03-22 04:02:02	pab10eonardis	Ciudad Autónoma de Buenos Aire	False	0	0	es	sabemos qué covid pero sabemos cómo cuidarnos hemos aprendido nuevas formas saludar así como uso obliga…	0
230	230	1241575846126764033	2020-03-22 04:02:03	Sonia		False	0	1	es	último comedor habilitado fue municipio puerto barrios departamento izabal pasado noviemb…	2
231	231	1241575846550347776	2020-03-22 04:02:03	Frënz		False	0	0	es	acabo hacerme prueba rápida antígenos para detectar covid salió positiva estaré con los cuidados necesarios …	2
240	240	1241575854087589888	2020-03-22 04:02:05	Saul Osnaya	Tijuana BC	False	1	8	es	señores del sabemos que covid nos hecho más cuidadosos con lavado manos pero ustedes excedieron…	2
241	241	1241575854142107649	2020-03-22 04:02:05	💜		False	0	0	es	fotos eeuu kilométricas filas autos los ángeles para hacer test covid …	2
244	244	1241575854301425664	2020-03-22 04:02:05	Isaac Barrios.	Barranquilla, Colombia	False	0	0	es	venezuela entrega oms molécula dr10 cual neutraliza 100 covid totalmente elaborada por venezolanos …	2
247	247	1241575854716616705	2020-03-22 04:02:05	Kienyke	Colombia	True	4	4	es	beneficios tributarios las empresas afectadas por covid exoneración del del impuesto industria …	0
255	255	1241575859137413120	2020-03-22 04:02:06	Dayana Nin	Caracas	False	0	0	es	jefa gobierno adelantó que habrá para frenar crecimiento contagi…	0
257	257	1241575862698418182	2020-03-22 04:02:07	Lorenzo Llorente	Bradenton, FL	False	0	0	es	estudio preliminar señala que inmunidad coronavirus que causa covid podría durar quizás incluso años cuando …	2
258	258	1241575862790750209	2020-03-22 04:02:07	Con Sello Patagonico	Comodoro Rivadavia	False	0	1	es	diosdado cabello somos uno los países con menor índice mortalidad por covid …	0
259	259	1241575862971097088	2020-03-22 04:02:07	osval2q	Santo Domingo	False	0	0	es	hola los últimos meses equipo hemos estado trabajando desarrollo una nueva mascarilla con sello …	2
260	260	1241575863117889538	2020-03-22 04:02:07	Cristal Salcedo Falcón 🇵🇦	⛰	False	0	1	es	aislamiento agrava estado físico paciente con covid deshumaniza condición hace necesario modificar pro…	0
269	269	1241575871099686912	2020-03-22 04:02:09	Alejandro Avila	México DF 	False	0	0	es	acto emulación médicos revolución lucha contra covid bloqueo https …	1
273	273	1241575871561023489	2020-03-22 04:02:09	Love_Ma_ri_ly_n 🐾🐾		False	1	1	es	según estudio enjuague bucal elimina covid segundos cardiff …	0
276	276	1241575871846154242	2020-03-22 04:02:09	Darío Mejía M		False	45	35	es	vacuna contra covid llegaría latinoamérica marzo ops	2
281	281	1241575875793084418	2020-03-22 04:02:10	Gonzámol8		False	0	0	es	the great reset gran reinicio esta una información tomada directamente las fuentres…	2
285	285	1241575876124454912	2020-03-22 04:02:10	Yesid Lancheros	Bogotá	True	8	18	es	muere carmen leticia hernández carmona diputada morena baja california causa covid via	0
291	291	1241575884273922048	2020-03-22 04:02:12	LaPizzaPolitica®		False	1	5	es	noticia comunicado del depto médico donde confirma que gastón dio nuevamente posi…	2
297	297	1241575887813906432	2020-03-22 04:02:13	LuisRG 🇲🇽🇧🇴 🇨🇱 KamaradaChavosky🌹❣️	México	False	0	1	es	¡siempre activos servidores públicos cumpliendo medidas higiene prevención covid listos …	2
299	299	1241575887897874433	2020-03-22 04:02:13	𝑽𝒊𝒍𝒍𝒂	Buenos Aires, Argentina	False	0	0	es	¡honor nuestros héroes así afecta equipo contra personal médico …	2
305	305	1241575892775776264	2020-03-22 04:02:14	🐼Erina de Pitti🌻	✨🌪✨	False	0	0	es	madre amigo está ingresada por covid hospital menos mal que llamamos ambulancia hicimos …	0
306	306	1241575896533868544	2020-03-22 04:02:15	Sofacha		False	0	0	es	sánchez apuesta por una desescalada coordinada nivel europeo para evitar una tercera ola del covid sobre todo …	1
308	308	1241575896596742144	2020-03-22 04:02:15	Martin		False	0	0	es	dos campañas concienciación frente covid primera comunidad madrid segunda del gobierno …	2
309	309	1241575896659693571	2020-03-22 04:02:15	David Muñoz Yopasá	Bogotá, Colombia	False	0	2	es	covid debemos tomar consciencia como dijo nuestro presidente	2
316	316	1241575901256724483	2020-03-22 04:02:16	𝕻𝖊𝖑𝖔𝖙𝖚𝖉𝖔 🍝	Mendoza, Argentina	False	1	1	es	personal administrativo los legisladores realizarán las pruebas con día anticipación fin contar con los …	2
331	331	1241575913281794049	2020-03-22 04:02:19	Santiago²²	Avellaneda, Argentina	False	0	13	es	hoy fue día complicado recibi llamado nicolas hijo que está alemania compañero trabajo fue …	0
337	337	1241575917400489986	2020-03-22 04:02:20	Starfire🔥	Nuevo León, México	False	1	1	es	mantente saludable tranquilo casa realiza algún tipo actividad durante covid …	2
339	339	1241575917618692096	2020-03-22 04:02:20	Mary Aguirre	Magdalena del mar.	False	0	0	es	inicia aplicación pruebas vacuna contra covid	2
342	342	1241575921305427968	2020-03-22 04:02:21	Phil D’Artiga	RT ≠ endorsement	False	33	180	es	cumpliendo las orientaciones las jefa gobierno combate del covid funciona…	2
343	343	1241575921586405382	2020-03-22 04:02:21	Kenita Barros	Santiago, Metropolitana de San	False	0	0	es	oms espera por molécula para iniciar proceso autentificación	2
344	344	1241575921662013451	2020-03-22 04:02:21	ᛊᚨᛚᚨᛊ	Santa Marta, Colombia	False	0	0	es	mensaje que subió gastón juvenil dio positivo por segunda vez https …	2
349	349	1241575925730377728	2020-03-22 04:02:22	𝕯𝖊𝖓𝖌𝖔𝖘𝖆	Recife, Brasil	False	0	2	es	por casos para evitar riesgos ayuntamiento nogales decidió cancelar festival lag…	2
355	355	1241575929694040064	2020-03-22 04:02:23	M.Angélica S.C.		False	0	0	es	habiendo conocido primera mano víctimas fatales del sabiendo del sufrimiento sus seres queridos pue…	0
357	357	1241575929899442176	2020-03-22 04:02:23	Jaime	Los Angeles, California	False	0	0	es	¿ cuando cámara diputados del congreso aprobó proyecto ley para cobro impues…	2
365	365	1241575934504980481	2020-03-22 04:02:24	factores_11		False	0	0	es	lorenzo mendoza allí dmuestro soy trabajador activo según nomina seguro social hija padece …	1
367	367	1241575934852923394	2020-03-22 04:02:24	∆lexis🍉	+58 en +51 📍	False	0	0	es	así que los padres representantes adultos significativos están plena obligación ser los …	2
377	377	1241575943413665794	2020-03-22 04:02:26	Martín Villaverde	Ciudad Autónoma de Buenos Aire	False	0	0	es	covid total confirmados 536 012 455 positividad hoy hosp uci 715 552 …	2
378	378	1241575943426228225	2020-03-22 04:02:26	México Noticias	México	False	0	0	es	director distrital 17d11 realiza pruebas cóvid …	2
383	383	1241575946781589505	2020-03-22 04:02:27	Nighthawk	Here and there.	False	0	1	es	esta ropa que médico debe usar contra covid	0
386	386	1241575947272368128	2020-03-22 04:02:27	Investigación digital	Planeta Tierra	False	0	0	es	¡¡¡nooooo ante incremento casos positivos hospitalizaciones por habrá ley seca edomex …	2
388	388	1241575951319871489	2020-03-22 04:02:28	lulu🐝🥑 #COLOMBIA+HUMANA		False	1	2	es	acto emulación médicos revolución lucha contra covid bloqueo …	1
393	393	1241575955568656388	2020-03-22 04:02:29	🇨🇴Malpensada🎶	Bogotá D.C.	False	1	3	es	evolución pacientes covid ingresados uci españa por cada 100 000 habitantes	2
395	395	1241575959024807936	2020-03-22 04:02:30	NELLY HUAMANI H	Lima, Peru	False	0	0	es	aunque los síntomas entre los menores infectados siguen siendo leves las infecciones están aumentando impacto …	0
403	403	1241575963302952961	2020-03-22 04:02:31	Leila	Banfield, Buenos Aires	False	0	0	es	después varios meses sin vernos todos este día nos reunimos con los entrenadores para capacitació…	2
407	407	1241575963672141824	2020-03-22 04:02:31	Lu		False	0	1	es	durante graduación promoción bachilleres productivos pdte exhortó …	2
409	409	1241575964158636037	2020-03-22 04:02:31	katiaramart		False	0	1	es	tienes razón oligarquia casi misma factura …	2
412	412	1241575967539298306	2020-03-22 04:02:32	Venezuela🇻🇪informate🇺🇸 (Anticomunista)	frente a ti	False	0	0	es	¿quiénes son los médicos enfermeros obreros técnicos fallecidos por covid venezuela conozca sus perfiles est…	0
415	415	1241575967803539456	2020-03-22 04:02:32	Paris G 🇵🇸	Tampico, Tamps. México	False	0	1	es	las páginas oficiales turismo cada provincia debería decir por bariloche dice sino acá…	0
419	419	1241575971662311427	2020-03-22 04:02:33	Croquetologo	Venezuela	False	0	0	es	scott atlas sobre los cierres covid única forma que esto detiene que gente levante https …	0
429	429	1241575976632487936	2020-03-22 04:02:34	Felipe Carvajal Mac	Manta, Ecuador	False	0	0	es	llegan brasil primeras dosis vacuna china coronavac contra covid	0
431	431	1241575980227051520	2020-03-22 04:02:35	🍃	Córdoba, Argentina	False	0	1	es	¿vemos luz final del túnel ¡ aprueba vacuna pfizer biontech contra finales diciembre podría…	2
434	434	1241575980872892416	2020-03-22 04:02:35	Claudia Delgadillo	Guadalajara, Jalisco	False	0	4	es	avanza pago del reconocimiento talento humano salud que atiende pacientes covid …	0
435	435	1241575980935888899	2020-03-22 04:02:35	Quinta Fuerza	Quintana Roo	False	0	3	es	llegan brasil primeras dosis vacuna china coronavac contra covid ·	0
440	440	1241575984362643458	2020-03-22 04:02:36	nella	bad airs	False	0	2	es	¡ estás trabajando colaborando voluntariamente medio contingencia por covid paí…	2
452	452	1241575992482807808	2020-03-22 04:02:38	WASHINGTON		False	0	0	es	debes carcel almenos hasta que aprendas con peru juega salistes libre fue por …	2
454	454	1241575992658997250	2020-03-22 04:02:38	👉Yilmerth Mendez	Barranquilla, Colombia	False	0	0	es	explotan los casos covid positivo cerro vanguardia minera santa cruz	0
456	456	1241575993036410880	2020-03-22 04:02:38	Diana Paola 🐳	Colombia 	False	0	0	es	méxico canadá mantendrán cierres sus fronteras menos mes más por covid	2
474	474	1241576005732634624	2020-03-22 04:02:41	Laura O	Recoleta Love	False	0	0	es	carlos clotet cofundador acaba inaugurar cuarto establecimiento sin…	2
477	477	1241576006491811840	2020-03-22 04:02:41	Juanfe	bogota	False	1	5	es	salvaron hospital cuenta paciente covid atendida por sistema público nacional sal…	2
484	484	1241576010065338373	2020-03-22 04:02:42	Edwin Bohorquez Aya	Colombia	False	0	0	es	madrugada este jueves falleció luis carlos pedroza jiménez quien desempeñó como director gobierno del xxiii …	0
492	492	1241576014142111744	2020-03-22 04:02:43	Juan ⠗		False	1	17	es	brasil asciende 166 mil muertes por covid lea más …	0
497	497	1241576018386857989	2020-03-22 04:02:44	D🌺	Honolulu	False	1	0	es	gobernador del estado carabobo hizo entrega presidente molécula que…	2
499	499	1241576018479058945	2020-03-22 04:02:44	Victor Hugo Cuenca	San Salvador, El Salvador	False	0	5	es	desesperación francia cada minutos paciente con covid ingresa uti	0
500	500	1241576021750616064	2020-03-22 04:02:45	werner welge 🇩🇪📿	Altstadt-Lehel, Múnich 	False	0	1	es	para muchos adolescentes bajos recursos fútbol profesional luce como camino para éxito esta …	2
510	510	1241576026599292928	2020-03-22 04:02:46	arte y alma		False	1	0	es	participa programa apoyo comunidad artística afectada por pandemia consulta convocatoria http…	0
511	511	1241576026695774208	2020-03-22 04:02:46	Niggy	Bogotá, DC, Colombia	False	0	10	es	campaña antitabaco para evitar incremento covid	0
515	515	1241576030487236608	2020-03-22 04:02:47	Lex	Coahuila de Zaragoza, México	False	0	0	es	ocho casos nuevos una defunción covid las últimas horas chiapas	0
516	516	1241576031133347840	2020-03-22 04:02:47	𝑻𝒊𝒕𝒊.	Chubut, Argentina	False	0	0	es	covid afecta varias formas función cada uno mayoría que contagia…	0
517	517	1241576031254953984	2020-03-22 04:02:47	Marisol Rocha	México	False	0	2	es	china ratifica efectividad sus vacunas contra covid …	0
529	529	1241576039157043206	2020-03-22 04:02:49	AlbertoRodNews	Caracas, Venezuela	True	45	95	es	conozca informe diario epidemiológico covid hus propagación este virus …	0
536	536	1241576043770720257	2020-03-22 04:02:50	REFORMA Nacional	Ciudad de México	True	5	17	es	covid provocará una crisis financiera las empresas hoteleras turísticas 2021 john …	0
539	539	1241576047197523969	2020-03-22 04:02:51	Ulisitos		False	0	0	es	registra 097 nuevos casos día	2
543	543	1241576050670346240	2020-03-22 04:02:52	ElPortavoz		False	0	2	es	unión europea espera que pfizer moderna pidan autorización por vacuna contra covid diciembre …	0
544	544	1241576051215654914	2020-03-22 04:02:52	JM Cancino Montes	Providencia, Chile	False	1	1	es	¡las etiquetas del día todos los venezo…	2
548	548	1241576055820947456	2020-03-22 04:02:53	Laura D Cala	Valledupar, Colombia	False	0	0	es	atención trabajadores exigen pago puntual sus sueldos entrega ropa trabajo implemen…	2
557	557	1241576063471423488	2020-03-22 04:02:55	«DIEGONOTICIAS»	Colombia	False	3	7	es	perpetual uke fue internada puesta coma inducido tras contraer covid despertar podía creer que había dado …	0
558	558	1241576064394108928	2020-03-22 04:02:55	Tiffany Timm		False	0	4	es	¿ les conté nuevo proyecto	2
561	561	1241576068248723458	2020-03-22 04:02:56	carla💚🧡💜✊✌🏽	La Plata, Argentina	False	0	4	es	los médicos especialistas cuidados intensivos del complejo hospitalario caja seguro social css recomendaron …	2
577	577	1241576080881917953	2020-03-22 04:02:59	A. Guillen.	Trujillo, Venezuela	False	0	1	es	dio positivo prueba covid hace menos días padece diabetes hipertensión obesidad está interesado …	0
581	581	1241576085424353282	2020-03-22 04:03:00	DE JESUS L@DEUTH O.	BOGOTA DC.	False	0	0	es	covid total casos 943 917 966 positividad hoy positividad pcr hoy hosp 705…	2
584	584	1241576085718007809	2020-03-22 04:03:00	𝑃𝑠𝑦𝑐ℎ𝑜	Coloso Marcelo Bielsa	False	0	1	es	coronavirus covid lea más	2
587	587	1241576086154199041	2020-03-22 04:03:00	❄️ Aldara ❄️		False	0	3	es	nuestro socio líder innovación transformación digital josé luis najarro comentó sobre encuesta global cio…	2
589	589	1241576088788033537	2020-03-22 04:03:01	Roberto Valadez	México. DF	False	0	0	es	datos covid españa casos nuevos 233 total 915 día previo 252 fallecidos 961 hosp 442 …	0
590	590	1241576088880308226	2020-03-22 04:03:01	Roberto Verrier Castro	Habana Cuba 	False	0	3	es	que raro que ahora opta por una estrategia casi igual que del para combatir covid	2
591	591	1241576088972771329	2020-03-22 04:03:01	nare; wonder	bright lights, red eyes	False	0	0	es	los dodgers están entre los más recientes equipos implementar despidos ante posibilidad que las grandes …	0
597	597	1241576097663397890	2020-03-22 04:03:03	Debacuarentofa	La Plata, Argentina	False	3	12	es	unicef llama nuevo informe evitar generación perdida por covid …	0
598	598	1241576097784815618	2020-03-22 04:03:03	Emilio J	Sur de la Florida	False	0	0	es	laboratorio biología molecular vamos procesando más 3000 pruebas diagnósticas covid gra…	2
606	606	1241576101694132224	2020-03-22 04:03:04	ALPHAGENESIS	Aragua, Venezuela	False	0	0	es	covid estanca descenso curva dos las demarcaciones más grandes del país pba caba rela…	0
610	610	1241576102482587648	2020-03-22 04:03:04	Wilinton García		False	0	0	es	podría autorizar dos vacunas contra este año	2
614	614	1241576106202935296	2020-03-22 04:03:05	El Vaka	Jalisco, México	False	0	0	es	farmacéutica janssen johnson johnson prevé tener una vacuna contra covid segundo semestre 2021 …	2
632	632	1241576115216560128	2020-03-22 04:03:07	Flor	Real del Padre	False	1	3	es	hace presencia las horas del día través del sistema defensivo territorial …	2
634	634	1241576118043451392	2020-03-22 04:03:08	Patriota8VE		False	0	0	es	personas con diabetes hipertensión con covid tienen más riesgo sufrir complicaciones neurológicas como hemorr…	0
635	635	1241576118278336512	2020-03-22 04:03:08	Byron Mayorga	Ecuador	False	0	0	es	francia suma 150 casos covid 436 muertos con ingreso uci cada cuatro minutos …	0
637	637	1241576119134040064	2020-03-22 04:03:08	Ahora Noticias	El Mundo	False	0	0	es	revalidó acuerdos con laboratorios científicos rusos para garantizar más millones dosis vacuna…	2
643	643	1241576122946588673	2020-03-22 04:03:09	A. Supla	Quejeso	False	3	4	es	apenas vaya covid denuncio por fiscalia apenas den mis documentos denuncio colombia …	0
645	645	1241576123559010305	2020-03-22 04:03:09	Leniseth🎄🤶🏼✨	Venezuela	False	0	0	es	mas pndjos para otro voto ivo todos lados apestar patas guacala pueden con las muert…	0
648	648	1241576127057068032	2020-03-22 04:03:10	César Roberto Ocaña P.	Bogotá, D.C., Colombia	False	1	0	es	por eeuu suman 250 mil muertes cierran escuelas para evitar contagios jóvenes…	0
658	658	1241576135521185794	2020-03-22 04:03:12	Mario Cantero	CDE - Paraguay	False	0	0	es	exhortan extremar medidas bioseguridad para evitar rebrotes del covid lea más …	0
665	665	1241576139811893248	2020-03-22 04:03:13	Trends		False	0	0	es	medidas implementadas por gobierno nacional frente pandemia del covid país …	0
675	675	1241576148544491520	2020-03-22 04:03:15	Noticias en tiempo real	Montero, Bolivia	False	0	0	es	aprueba primer autotest covid que puedes hacer casa prueba detecta arn del sars cov …	2
690	690	1241576157092499460	2020-03-22 04:03:17	Diegogon94.1		False	0	0	es	méxico mantendrán cerrada frontera por covid hasta diciembre …	0
708	708	1241576169549553669	2020-03-22 04:03:20	Av		False	0	0	es	comienza salir información sobre sensible fallecimiento hermana candelaria mayor los…	0
709	709	1241576169574727680	2020-03-22 04:03:20	Afrodita 💞		False	5	3	es	casi policías heridos protesta contra restricciones por covid berlín …	2
714	714	1241576173186023425	2020-03-22 04:03:21	NuevoTiroalamontada®🇦🇷🇮🇱	Diagonal Norte, Argentina	False	2	5	es	según santander presenta 333 nuevos contagios covid desafortunadamente personas fallecidas …	0
721	721	1241576177426403329	2020-03-22 04:03:22	CK	Chile	False	0	0	es	tiene uno que ser muy miserable vida para hacer convocar paro después tragedia del covid del hurac…	0
723	723	1241576177644552192	2020-03-22 04:03:22	por un pais Honesto	Colombia	False	0	1	es	stephane bancel ceo moderna aseguró que vacuna contra una solución milagrosa que neces…	2
731	731	1241576185504694273	2020-03-22 04:03:24	Fidego Friend.		False	0	0	es	españa destruye 548 empleos sector sanitario plena segunda ola covid …	0
741	741	1241576194425999361	2020-03-22 04:03:26	• A N D R E A •	Por ahi	False	0	1	es	lópez gatell inicialmente dijo que podrían ser 000 muertos por covid junio mencionó que quizá hasta 000 pero …	0
